Cliente,Genero,Aposentado,Casado,Dependentes,T_Empregado,ServiçoLinha,MultiplasLinhas,ServicoInternet,SegurancaOnline,OnlineBackup,ProtecaoEquip,SeguroAdicional,StreamingTV,FilmesStreaming,TIpoContrato,ContaImpresso,MetodoPagamento,ValorPlano,ContaTotal,Churn
"0567-XRHCU,""Feminino"",0,""sim"",""sim"",69,""nao"",""Sem servicos"",""DSL"",""sim"",""nao"",""sim"",""nao"",""nao"",""sim"",""Fidelizacao"",""sim"",""Cartao de Credito"",43.950000,2960.100000,""nao"""
"1867-BDVFH,""Masculino"",0,""sim"",""sim"",11,""sim"",""sim"",""Fibra otica"",""nao"",""nao"",""nao"",""nao"",""nao"",""nao"",""Pre-pago"",""sim"",""Debito na conta"",74.350000,834.200000,""sim"""
"2067-QYTCF,""Feminino"",0,""sim"",""nao"",64,""sim"",""sim"",""Fibra otica"",""nao"",""sim"",""sim"",""sim"",""sim"",""sim"",""Pre-pago"",""sim"",""Debito na conta"",111.150000,6953.400000,""nao"""
"2359-QWQUL,""Feminino"",0,""sim"",""nao"",39,""sim"",""nao"",""Fibra otica"",""sim"",""nao"",""sim"",""sim"",""sim"",""sim"",""Pos-pago"",""sim"",""Cartao de Credito"",104.700000,4134.850000,""sim"""
"9103-TCIHJ,""Feminino"",0,""nao"",""nao"",15,""sim"",""sim"",""DSL"",""sim"",""nao"",""nao"",""nao"",""nao"",""nao"",""Pre-pago"",""sim"",""Conta Correio"",55.700000,899.800000,""sim"""
"7407-SUJIZ,""Masculino"",0,""nao"",""nao"",25,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Pre-pago"",""nao"",""Conta Correio"",20.600000,541.500000,""nao"""
"9150-KPBJQ,""Feminino"",0,""nao"",""nao"",6,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Fidelizacao"",""nao"",""Cartao de Credito"",19.650000,116.850000,""nao"""
"0052-DCKON,""Masculino"",0,""sim"",""nao"",66,""sim"",""sim"",""Fibra otica"",""sim"",""sim"",""sim"",""sim"",""sim"",""sim"",""Pos-pago"",""nao"",""Transferencia"",115.800000,7942.150000,""nao"""
"3654-ARMGP,""Feminino"",0,""nao"",""nao"",61,""sim"",""sim"",""DSL"",""nao"",""sim"",""sim"",""sim"",""sim"",""sim"",""Fidelizacao"",""nao"",""Cartao de Credito"",88.650000,5321.250000,""nao"""
"9699-UBQFS,""Feminino"",1,""sim"",""nao"",43,""sim"",""sim"",""Fibra otica"",""sim"",""sim"",""nao"",""nao"",""sim"",""nao"",""Pre-pago"",""sim"",""Debito na conta"",94.500000,4156.800000,""nao"""
"9367-TCUYN,""Feminino"",0,""nao"",""nao"",12,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Pre-pago"",""nao"",""Conta Correio"",20.100000,223.600000,""nao"""
"1261-FWTTE,""Masculino"",1,""nao"",""nao"",23,""nao"",""Sem servicos"",""DSL"",""nao"",""nao"",""nao"",""nao"",""nao"",""sim"",""Pre-pago"",""sim"",""Transferencia"",34.650000,768.450000,""nao"""
"3528-HFRIQ,""Masculino"",1,""sim"",""nao"",71,""nao"",""Sem servicos"",""DSL"",""nao"",""sim"",""sim"",""nao"",""sim"",""sim"",""Pre-pago"",""sim"",""Transferencia"",52.300000,3765.050000,""nao"""
"0708-SJDIS,""Feminino"",0,""nao"",""nao"",34,""sim"",""sim"",""DSL"",""nao"",""nao"",""nao"",""sim"",""sim"",""nao"",""Pre-pago"",""nao"",""Conta Correio"",65.000000,2157.500000,""nao"""
"4140-WJAWW,""Feminino"",0,""nao"",""nao"",5,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Pre-pago"",""nao"",""Cartao de Credito"",19.850000,108.050000,""sim"""
"2073-QBVBI,""Feminino"",0,""sim"",""nao"",41,""nao"",""Sem servicos"",""DSL"",""nao"",""sim"",""nao"",""sim"",""nao"",""nao"",""Pos-pago"",""nao"",""Conta Correio"",35.450000,1391.650000,""nao"""
"6928-ONTRW,""Feminino"",0,""sim"",""sim"",72,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Fidelizacao"",""nao"",""Cartao de Credito"",19.700000,1379.800000,""nao"""
"3320-VEOYC,""Masculino"",1,""nao"",""nao"",14,""sim"",""sim"",""Fibra otica"",""nao"",""nao"",""nao"",""nao"",""sim"",""sim"",""Pre-pago"",""sim"",""Debito na conta"",95.600000,1273.300000,""nao"""
"5231-FIQPA,""Feminino"",0,""nao"",""nao"",41,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Fidelizacao"",""sim"",""Conta Correio"",19.850000,810.450000,""nao"""
"6617-WLBQC,""Feminino"",0,""sim"",""sim"",23,""sim"",""sim"",""Fibra otica"",""sim"",""nao"",""nao"",""nao"",""nao"",""nao"",""Pos-pago"",""nao"",""Cartao de Credito"",81.850000,1810.850000,""nao"""
"2599-CIPQE,""Masculino"",0,""sim"",""sim"",71,""sim"",""nao"",""Fibra otica"",""sim"",""sim"",""sim"",""sim"",""sim"",""sim"",""Fidelizacao"",""nao"",""Cartao de Credito"",109.300000,7782.850000,""nao"""
"6653-CBBOM,""Feminino"",0,""nao"",""nao"",1,""sim"",""nao"",""Fibra otica"",""nao"",""nao"",""nao"",""nao"",""nao"",""nao"",""Pre-pago"",""sim"",""Debito na conta"",70.300000,70.300000,""sim"""
"8774-GSBUN,""Masculino"",0,""sim"",""nao"",72,""sim"",""sim"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Fidelizacao"",""nao"",""Conta Correio"",25.400000,1797.100000,""nao"""
"7326-RIGQZ,""Masculino"",0,""sim"",""sim"",6,""sim"",""nao"",""Fibra otica"",""nao"",""nao"",""nao"",""nao"",""nao"",""nao"",""Pre-pago"",""sim"",""Debito na conta"",69.800000,377.850000,""nao"""
"1401-FTHFQ,""Masculino"",0,""sim"",""sim"",23,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Pos-pago"",""sim"",""Cartao de Credito"",20.000000,445.300000,""nao"""
"3247-ZVOUO,""Masculino"",1,""sim"",""nao"",10,""sim"",""sim"",""Fibra otica"",""nao"",""nao"",""nao"",""nao"",""nao"",""sim"",""Pre-pago"",""nao"",""Debito na conta"",85.550000,851.750000,""sim"""
"0254-FNMCI,""Feminino"",0,""nao"",""nao"",72,""sim"",""nao"",""Fibra otica"",""sim"",""sim"",""sim"",""sim"",""sim"",""sim"",""Fidelizacao"",""sim"",""Debito na conta"",109.900000,7624.200000,""nao"""
"1848-LBZHY,""Feminino"",0,""sim"",""nao"",7,""sim"",""nao"",""DSL"",""sim"",""nao"",""nao"",""nao"",""nao"",""nao"",""Pre-pago"",""sim"",""Transferencia"",50.300000,355.100000,""nao"""
"6101-IMRMM,""Masculino"",0,""nao"",""sim"",6,""sim"",""nao"",""Fibra otica"",""nao"",""nao"",""sim"",""nao"",""sim"",""sim"",""Pre-pago"",""nao"",""Conta Correio"",94.500000,575.450000,""sim"""
"8118-TJAFG,""Masculino"",0,""sim"",""sim"",9,""sim"",""nao"",""Fibra otica"",""nao"",""sim"",""nao"",""sim"",""sim"",""sim"",""Pre-pago"",""sim"",""Debito na conta"",101.500000,906.850000,""nao"""
"5429-LWCMV,""Feminino"",0,""nao"",""nao"",12,""sim"",""sim"",""Fibra otica"",""nao"",""sim"",""nao"",""nao"",""nao"",""sim"",""Pre-pago"",""sim"",""Debito na conta"",89.150000,1057.550000,""nao"""
"7298-IZWLY,""Feminino"",0,""nao"",""nao"",1,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Pre-pago"",""sim"",""Conta Correio"",19.400000,19.400000,""nao"""
"9758-MFWGD,""Feminino"",1,""sim"",""sim"",48,""nao"",""Sem servicos"",""DSL"",""nao"",""sim"",""nao"",""nao"",""nao"",""nao"",""Pos-pago"",""nao"",""Transferencia"",29.900000,1388.750000,""nao"""
"3955-JBZZM,""Masculino"",0,""nao"",""nao"",20,""sim"",""nao"",""Fibra otica"",""nao"",""nao"",""nao"",""nao"",""sim"",""nao"",""Pre-pago"",""nao"",""Debito na conta"",78.800000,1641.300000,""nao"""
"1268-ASBGA,""Feminino"",1,""sim"",""nao"",16,""sim"",""sim"",""Fibra otica"",""nao"",""nao"",""nao"",""nao"",""nao"",""sim"",""Pre-pago"",""sim"",""Cartao de Credito"",85.350000,1375.150000,""sim"""
"8943-URTMR,""Feminino"",0,""nao"",""nao"",2,""sim"",""nao"",""Fibra otica"",""nao"",""nao"",""nao"",""nao"",""sim"",""nao"",""Pre-pago"",""sim"",""Conta Correio"",79.650000,152.700000,""sim"""
"4815-TUMEQ,""Feminino"",0,""nao"",""nao"",10,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Pos-pago"",""sim"",""Conta Correio"",19.300000,185.200000,""nao"""
"4713-LZDRV,""Feminino"",1,""nao"",""nao"",2,""sim"",""nao"",""Fibra otica"",""nao"",""nao"",""nao"",""nao"",""nao"",""sim"",""Pre-pago"",""sim"",""Debito na conta"",79.600000,195.050000,""sim"""
"9909-IDLEK,""Masculino"",0,""sim"",""sim"",20,""sim"",""sim"",""Fibra otica"",""nao"",""sim"",""nao"",""sim"",""sim"",""nao"",""Pre-pago"",""nao"",""Conta Correio"",96.800000,1826.700000,""nao"""
"4092-OFQZS,""Masculino"",0,""sim"",""nao"",20,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Pos-pago"",""nao"",""Conta Correio"",20.650000,417.500000,""nao"""
"1561-BWHIN,""Masculino"",0,""sim"",""sim"",19,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Pos-pago"",""nao"",""Conta Correio"",19.800000,344.500000,""nao"""
"4325-NFSKC,""Masculino"",1,""nao"",""nao"",19,""sim"",""sim"",""Fibra otica"",""sim"",""nao"",""nao"",""nao"",""sim"",""nao"",""Pre-pago"",""sim"",""Debito na conta"",90.600000,1660.000000,""sim"""
"9927-DSWDF,""Masculino"",0,""sim"",""nao"",22,""sim"",""nao"",""Fibra otica"",""sim"",""sim"",""nao"",""sim"",""sim"",""sim"",""Pre-pago"",""sim"",""Debito na conta"",104.600000,2180.550000,""nao"""
"9500-LTVBP,""Feminino"",0,""nao"",""nao"",35,""sim"",""sim"",""Fibra otica"",""nao"",""nao"",""nao"",""sim"",""nao"",""nao"",""Pre-pago"",""nao"",""Cartao de Credito"",80.050000,2835.900000,""nao"""
"7252-NTGSS,""Feminino"",0,""nao"",""nao"",1,""sim"",""nao"",""DSL"",""nao"",""nao"",""nao"",""nao"",""nao"",""nao"",""Pre-pago"",""nao"",""Conta Correio"",45.150000,45.150000,""nao"""
"8149-AIQCG,""Masculino"",0,""nao"",""nao"",39,""sim"",""sim"",""Fibra otica"",""nao"",""nao"",""nao"",""nao"",""nao"",""nao"",""Pre-pago"",""sim"",""Cartao de Credito"",73.150000,2730.850000,""nao"""
"1360-JYXKQ,""Feminino"",1,""sim"",""nao"",54,""sim"",""nao"",""Fibra otica"",""nao"",""nao"",""sim"",""sim"",""sim"",""sim"",""Pos-pago"",""sim"",""Debito na conta"",99.100000,5437.100000,""nao"""
"2955-PSXOE,""Feminino"",0,""nao"",""nao"",1,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Pre-pago"",""sim"",""Transferencia"",20.200000,20.200000,""sim"""
"7762-URZQH,""Masculino"",0,""sim"",""nao"",66,""sim"",""sim"",""Fibra otica"",""sim"",""nao"",""sim"",""nao"",""sim"",""sim"",""Fidelizacao"",""sim"",""Cartao de Credito"",106.050000,6981.350000,""sim"""
"0899-WZRSD,""Masculino"",0,""nao"",""nao"",56,""sim"",""sim"",""Fibra otica"",""sim"",""nao"",""nao"",""sim"",""sim"",""sim"",""Pre-pago"",""sim"",""Conta Correio"",105.350000,5794.450000,""nao"""
"3255-GRXMG,""Masculino"",0,""nao"",""sim"",18,""sim"",""nao"",""DSL"",""nao"",""nao"",""nao"",""nao"",""nao"",""nao"",""Pre-pago"",""sim"",""Cartao de Credito"",45.650000,747.200000,""nao"""
"4828-FAZPK,""Feminino"",0,""sim"",""sim"",16,""sim"",""sim"",""Fibra otica"",""nao"",""sim"",""nao"",""nao"",""nao"",""nao"",""Pre-pago"",""sim"",""Cartao de Credito"",79.950000,1267.950000,""nao"""
"6094-ZIVKX,""Feminino"",0,""nao"",""nao"",68,""sim"",""nao"",""DSL"",""sim"",""nao"",""sim"",""nao"",""nao"",""nao"",""Pos-pago"",""sim"",""Cartao de Credito"",54.450000,3674.950000,""nao"""
"6925-BAYGL,""Feminino"",1,""sim"",""nao"",53,""sim"",""sim"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Fidelizacao"",""nao"",""Cartao de Credito"",25.100000,1275.600000,""nao"""
"3262-EIDHV,""Feminino"",0,""sim"",""sim"",72,""sim"",""sim"",""DSL"",""sim"",""nao"",""sim"",""sim"",""sim"",""sim"",""Fidelizacao"",""nao"",""Cartao de Credito"",84.700000,5893.900000,""nao"""
"7354-OIJLX,""Masculino"",0,""nao"",""nao"",9,""sim"",""sim"",""Fibra otica"",""nao"",""nao"",""nao"",""nao"",""nao"",""nao"",""Pre-pago"",""sim"",""Debito na conta"",75.850000,724.650000,""nao"""
"1376-HHBDV,""Feminino"",0,""nao"",""nao"",30,""sim"",""nao"",""DSL"",""sim"",""nao"",""nao"",""nao"",""nao"",""nao"",""Pre-pago"",""sim"",""Conta Correio"",48.800000,1536.750000,""nao"""
"6907-NZZIJ,""Feminino"",0,""nao"",""nao"",36,""sim"",""sim"",""Fibra otica"",""nao"",""sim"",""nao"",""nao"",""sim"",""sim"",""Pre-pago"",""sim"",""Debito na conta"",99.150000,3615.600000,""sim"""
"6133-OZILE,""Feminino"",0,""nao"",""nao"",18,""nao"",""Sem servicos"",""DSL"",""nao"",""nao"",""sim"",""sim"",""nao"",""nao"",""Pre-pago"",""sim"",""Debito na conta"",35.200000,607.300000,""nao"""
"4135-FRWKJ,""Feminino"",1,""sim"",""sim"",55,""sim"",""sim"",""DSL"",""sim"",""nao"",""sim"",""sim"",""sim"",""nao"",""Pos-pago"",""nao"",""Debito na conta"",76.250000,4154.550000,""nao"""
"2911-UREFD,""Feminino"",0,""sim"",""nao"",39,""nao"",""Sem servicos"",""DSL"",""sim"",""nao"",""sim"",""nao"",""sim"",""sim"",""Pre-pago"",""nao"",""Debito na conta"",55.900000,2184.350000,""sim"""
"3744-ZRRDZ,""Masculino"",0,""nao"",""nao"",21,""sim"",""sim"",""Fibra otica"",""nao"",""sim"",""nao"",""nao"",""nao"",""nao"",""Pre-pago"",""sim"",""Debito na conta"",82.350000,1852.850000,""sim"""
"5673-TIYIB,""Masculino"",0,""nao"",""nao"",2,""nao"",""Sem servicos"",""DSL"",""nao"",""sim"",""sim"",""sim"",""nao"",""nao"",""Pre-pago"",""sim"",""Cartao de Credito"",40.400000,77.150000,""sim"""
"6551-ZCOTS,""Masculino"",1,""nao"",""nao"",33,""sim"",""sim"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Pos-pago"",""sim"",""Transferencia"",24.900000,847.800000,""nao"""
"7191-ADRGF,""Masculino"",0,""sim"",""nao"",44,""nao"",""Sem servicos"",""DSL"",""nao"",""sim"",""sim"",""nao"",""sim"",""sim"",""Fidelizacao"",""nao"",""Transferencia"",54.300000,2390.450000,""nao"""
"5018-LXQQG,""Feminino"",0,""sim"",""sim"",30,""sim"",""nao"",""DSL"",""sim"",""nao"",""nao"",""sim"",""nao"",""sim"",""Pre-pago"",""nao"",""Transferencia"",66.300000,1923.500000,""nao"""
"6892-BOGQE,""Feminino"",0,""sim"",""nao"",71,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Fidelizacao"",""sim"",""Transferencia"",20.900000,1493.200000,""nao"""
"1602-IJQQE,""Feminino"",0,""nao"",""nao"",4,""sim"",""sim"",""Fibra otica"",""nao"",""nao"",""nao"",""nao"",""nao"",""nao"",""Pre-pago"",""nao"",""Debito na conta"",75.350000,338.100000,""sim"""
"4628-WQCQQ,""Masculino"",0,""nao"",""sim"",35,""sim"",""nao"",""Fibra otica"",""nao"",""nao"",""sim"",""nao"",""sim"",""nao"",""Pos-pago"",""sim"",""Debito na conta"",85.150000,3030.600000,""sim"""
"1746-TGTWV,""Masculino"",0,""sim"",""nao"",1,""sim"",""nao"",""Fibra otica"",""nao"",""nao"",""sim"",""nao"",""nao"",""nao"",""Pre-pago"",""nao"",""Cartao de Credito"",75.350000,75.350000,""nao"""
"5995-SNNEW,""Masculino"",1,""sim"",""nao"",23,""sim"",""sim"",""Fibra otica"",""nao"",""sim"",""sim"",""nao"",""sim"",""sim"",""Pre-pago"",""sim"",""Debito na conta"",104.450000,2184.850000,""nao"""
"8050-WYBND,""Feminino"",0,""nao"",""sim"",22,""nao"",""Sem servicos"",""DSL"",""nao"",""nao"",""sim"",""nao"",""sim"",""sim"",""Pos-pago"",""sim"",""Cartao de Credito"",49.450000,1031.400000,""nao"""
"2821-WARNZ,""Feminino"",0,""nao"",""sim"",49,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Pos-pago"",""nao"",""Cartao de Credito"",19.450000,921.300000,""nao"""
"4879-GZLFH,""Feminino"",0,""sim"",""sim"",42,""sim"",""nao"",""Fibra otica"",""nao"",""nao"",""sim"",""nao"",""sim"",""sim"",""Pre-pago"",""sim"",""Debito na conta"",92.150000,3875.400000,""nao"""
"1644-IRKSF,""Feminino"",0,""sim"",""sim"",33,""sim"",""nao"",""Fibra otica"",""nao"",""nao"",""sim"",""nao"",""sim"",""sim"",""Pos-pago"",""sim"",""Debito na conta"",93.800000,3124.500000,""sim"""
"8314-HTWVE,""Feminino"",0,""sim"",""sim"",7,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Fidelizacao"",""nao"",""Conta Correio"",19.850000,144.150000,""nao"""
"9402-ROUMJ,""Feminino"",0,""sim"",""sim"",67,""sim"",""sim"",""Fibra otica"",""sim"",""nao"",""sim"",""sim"",""nao"",""sim"",""Pos-pago"",""sim"",""Transferencia"",100.250000,6689.000000,""nao"""
"2507-QZPQS,""Masculino"",0,""nao"",""nao"",15,""sim"",""sim"",""Fibra otica"",""nao"",""sim"",""nao"",""sim"",""nao"",""sim"",""Pre-pago"",""nao"",""Debito na conta"",95.700000,1451.100000,""nao"""
"7159-NOKYQ,""Masculino"",0,""sim"",""nao"",67,""sim"",""sim"",""Fibra otica"",""nao"",""sim"",""sim"",""nao"",""nao"",""sim"",""Fidelizacao"",""sim"",""Debito na conta"",93.150000,6368.200000,""nao"""
"5707-ZMDJP,""Masculino"",0,""sim"",""sim"",53,""sim"",""nao"",""DSL"",""sim"",""sim"",""nao"",""sim"",""sim"",""nao"",""Fidelizacao"",""sim"",""Conta Correio"",69.700000,3729.600000,""nao"""
"8779-YIQQA,""Masculino"",0,""sim"",""sim"",21,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Pos-pago"",""nao"",""Conta Correio"",19.800000,350.100000,""nao"""
"7136-IHZJA,""Feminino"",0,""sim"",""sim"",40,""sim"",""nao"",""DSL"",""sim"",""sim"",""nao"",""sim"",""nao"",""sim"",""Pre-pago"",""sim"",""Conta Correio"",71.350000,2847.200000,""nao"""
"8966-OIQHG,""Feminino"",0,""sim"",""sim"",22,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Pos-pago"",""nao"",""Transferencia"",20.750000,452.350000,""nao"""
"7074-STDCN,""Masculino"",0,""nao"",""nao"",39,""nao"",""Sem servicos"",""DSL"",""nao"",""nao"",""nao"",""sim"",""nao"",""sim"",""Pre-pago"",""sim"",""Debito na conta"",40.600000,1494.500000,""nao"""
"3705-PSNGL,""Masculino"",0,""nao"",""nao"",45,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Pos-pago"",""sim"",""Debito na conta"",20.400000,930.450000,""sim"""
"8739-QOTTN,""Feminino"",0,""sim"",""nao"",2,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Pre-pago"",""nao"",""Conta Correio"",20.350000,41.850000,""nao"""
"1399-OUPJN,""Feminino"",0,""sim"",""sim"",57,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Fidelizacao"",""nao"",""Transferencia"",19.750000,1272.050000,""nao"""
"0277-BKSQP,""Masculino"",0,""sim"",""sim"",8,""sim"",""nao"",""DSL"",""nao"",""nao"",""nao"",""nao"",""sim"",""nao"",""Pre-pago"",""sim"",""Debito na conta"",54.400000,475.100000,""nao"""
"6502-HCJTI,""Masculino"",1,""sim"",""nao"",7,""sim"",""sim"",""Fibra otica"",""sim"",""sim"",""nao"",""nao"",""nao"",""sim"",""Pre-pago"",""sim"",""Cartao de Credito"",94.700000,673.100000,""sim"""
"2606-RMDHZ,""Masculino"",0,""nao"",""nao"",6,""nao"",""Sem servicos"",""DSL"",""nao"",""sim"",""nao"",""nao"",""nao"",""nao"",""Pre-pago"",""sim"",""Cartao de Credito"",30.500000,208.700000,""sim"""
"5774-XZTQC,""Feminino"",0,""sim"",""sim"",7,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Pre-pago"",""nao"",""Conta Correio"",20.450000,150.750000,""nao"""
"2676-SSLTO,""Masculino"",0,""nao"",""nao"",49,""sim"",""sim"",""DSL"",""nao"",""nao"",""nao"",""sim"",""sim"",""nao"",""Fidelizacao"",""sim"",""Transferencia"",66.150000,3199.000000,""nao"""
"6266-QHOJZ,""Feminino"",0,""nao"",""nao"",65,""sim"",""sim"",""Fibra otica"",""sim"",""sim"",""nao"",""sim"",""nao"",""nao"",""Pos-pago"",""sim"",""Debito na conta"",89.850000,5844.650000,""nao"""
"7269-JISCY,""Feminino"",0,""nao"",""nao"",55,""sim"",""nao"",""DSL"",""nao"",""nao"",""nao"",""nao"",""nao"",""nao"",""Pos-pago"",""nao"",""Transferencia"",45.050000,2462.600000,""nao"""
"0363-SVHYR,""Masculino"",0,""sim"",""sim"",71,""sim"",""sim"",""DSL"",""sim"",""sim"",""sim"",""sim"",""sim"",""sim"",""Fidelizacao"",""nao"",""Transferencia"",86.850000,6263.800000,""nao"""
"8547-NSBBO,""Masculino"",0,""nao"",""nao"",35,""sim"",""sim"",""Fibra otica"",""sim"",""sim"",""sim"",""sim"",""nao"",""nao"",""Pre-pago"",""sim"",""Conta Correio"",96.750000,3403.400000,""nao"""
"8258-GSTJK,""Masculino"",1,""nao"",""nao"",3,""sim"",""sim"",""Fibra otica"",""nao"",""nao"",""nao"",""nao"",""nao"",""nao"",""Pre-pago"",""sim"",""Debito na conta"",77.000000,237.750000,""sim"""
"6861-OKBCE,""Feminino"",0,""nao"",""sim"",11,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Pre-pago"",""nao"",""Cartao de Credito"",20.100000,221.350000,""sim"""
"9940-RHLFB,""Feminino"",0,""nao"",""nao"",1,""sim"",""nao"",""Fibra otica"",""nao"",""nao"",""sim"",""nao"",""nao"",""nao"",""Pre-pago"",""nao"",""Debito na conta"",75.300000,75.300000,""sim"""
"6591-QGOYB,""Masculino"",0,""nao"",""nao"",17,""sim"",""sim"",""Fibra otica"",""sim"",""sim"",""sim"",""sim"",""sim"",""nao"",""Pre-pago"",""sim"",""Transferencia"",106.650000,1672.100000,""nao"""
"9070-BCKQP,""Feminino"",0,""sim"",""nao"",72,""sim"",""sim"",""Fibra otica"",""sim"",""nao"",""sim"",""sim"",""sim"",""sim"",""Fidelizacao"",""sim"",""Cartao de Credito"",110.150000,7881.200000,""nao"""
"6421-SZVEM,""Feminino"",0,""sim"",""sim"",28,""sim"",""nao"",""Fibra otica"",""sim"",""nao"",""nao"",""nao"",""nao"",""sim"",""Pos-pago"",""sim"",""Transferencia"",82.850000,2320.800000,""nao"""
"1328-EUZHC,""Feminino"",0,""sim"",""nao"",18,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Fidelizacao"",""nao"",""Conta Correio"",20.100000,370.500000,""nao"""
"2995-UPRYS,""Feminino"",1,""sim"",""nao"",40,""sim"",""nao"",""Fibra otica"",""nao"",""sim"",""nao"",""sim"",""sim"",""sim"",""Pos-pago"",""sim"",""Cartao de Credito"",99.200000,4062.200000,""sim"""
"8878-RYUKI,""Feminino"",0,""nao"",""nao"",52,""sim"",""nao"",""DSL"",""nao"",""nao"",""sim"",""nao"",""nao"",""sim"",""Pre-pago"",""sim"",""Debito na conta"",59.450000,3043.700000,""nao"""
"9633-DENPU,""Feminino"",0,""sim"",""nao"",47,""sim"",""nao"",""DSL"",""nao"",""sim"",""nao"",""nao"",""sim"",""nao"",""Pre-pago"",""sim"",""Transferencia"",58.600000,2723.400000,""nao"""
"7811-JIVPF,""Feminino"",0,""nao"",""nao"",23,""sim"",""nao"",""DSL"",""nao"",""nao"",""sim"",""nao"",""nao"",""nao"",""Pre-pago"",""nao"",""Cartao de Credito"",49.700000,1081.250000,""nao"""
"7113-HIPFI,""Masculino"",0,""sim"",""sim"",66,""sim"",""nao"",""DSL"",""sim"",""sim"",""sim"",""sim"",""nao"",""nao"",""Fidelizacao"",""nao"",""Conta Correio"",65.850000,4097.050000,""nao"""
"8541-QVFKM,""Feminino"",0,""nao"",""nao"",8,""sim"",""sim"",""Fibra otica"",""nao"",""nao"",""nao"",""nao"",""nao"",""nao"",""Pre-pago"",""sim"",""Debito na conta"",73.500000,632.200000,""nao"""
"6686-YPGHK,""Masculino"",1,""nao"",""nao"",47,""sim"",""nao"",""Fibra otica"",""sim"",""nao"",""nao"",""nao"",""nao"",""sim"",""Pre-pago"",""nao"",""Conta Correio"",85.500000,4042.300000,""sim"""
"1383-EZRWL,""Feminino"",0,""nao"",""nao"",7,""sim"",""nao"",""nao"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Combo"",""Pre-pago"",""nao"",""Conta Correio"",20.050000,164.850000,""sim"""
"9258-CNWAC,""Feminino"",0,""sim"",""sim"",71,""sim"",""sim"",""Fibra otica"",""sim"",""sim"",""sim"",""sim"",""sim"",""sim"",""Fidelizacao"",""nao"",""Cartao de Credito"",113.650000,8166.800000,""nao"""
"5371-VYLSX,""Feminino"",1,""nao"",""nao"",50,""sim"",""sim"",""Fibra otica"",""sim"",""sim"",""nao"",""nao"",""nao"",""nao"",""Pre-pago"",""sim"",""Debito na conta"",83.400000,4113.700000,""nao"""
"6374-AFWOX,""Masculino"",0,""sim"",""nao"",46,""sim"",""nao"",""DSL"",""sim"",""sim"",""sim"",""sim"",""nao"",""nao"",""Fidelizacao"",""nao"",""Conta Correio"",65.650000,3047.150000,""nao"""
"4759-TRPLW,""Masculino"",0,""nao"",""nao"",1,""sim"",""nao"",""Fibra otica"",""nao"",""nao"",""nao"",""nao"",""nao"",""nao"",""Pre-pago"",""nao"",""Debito na conta"",70.400000,70.400000,""sim"""
